,AST,BLK,DRB,FG,FGA,FGP,FT,FTA,FTP,Game,Home,MP,ORB,PF,PTS,STL,TOV,TP,TPA,TPP,TRB,Team,Win,X,Y,Year
204,17,4,32,32,84,0.381,18,20,0.9,1,0,240,15,17,89,7,15,7,21,0.33299999999999996,47,Cavaliers,0,205,,2016
205,15,3,25,28,79,0.354,16,24,0.667,2,0,240,9,19,77,15,17,5,23,0.217,34,Cavaliers,0,206,,2016
206,23,3,35,48,91,0.527,12,17,0.706,3,1,240,17,25,120,8,13,12,25,0.48,52,Cavaliers,1,207,,2016
207,15,6,24,38,81,0.469,15,26,0.5770000000000001,4,1,240,16,24,97,5,11,6,25,0.24,40,Cavaliers,0,208,,2016
208,15,9,33,44,83,0.53,14,23,0.609,5,0,240,8,22,112,11,16,10,24,0.41700000000000004,41,Cavaliers,1,209,,2016
209,24,7,37,40,77,0.519,25,32,0.7809999999999999,6,1,240,8,25,115,12,10,10,27,0.37,45,Cavaliers,1,210,,2016
210,17,6,39,33,82,0.402,21,25,0.84,7,0,240,9,15,93,7,11,6,25,0.24,48,Cavaliers,1,211,,2016
211,31,3,36,45,106,0.425,11,16,0.688,1,1,240,14,24,113,12,4,12,33,0.364,50,Warriors,1,212,,2017
212,34,7,43,46,89,0.517,22,24,0.917,2,1,240,10,19,132,5,20,18,43,0.419,53,Warriors,1,213,,2017
213,29,4,36,40,83,0.48200000000000004,22,24,0.917,3,0,240,8,28,118,8,18,16,33,0.485,44,Warriors,1,214,,2017
214,26,6,24,39,87,0.44799999999999995,27,36,0.75,4,0,240,16,27,116,5,12,11,39,0.282,40,Warriorrs,0,215,,2017
215,27,2,29,46,90,0.511,23,28,0.821,5,1,240,13,24,129,8,13,14,38,0.368,42,Warriors,1,216,,2017
216,28,13,26,40,90,0.444,22,28,0.7859999999999999,1,0,240,14,17,102,12,14,0,2,0.0,40,Sixers,0,,1.0,1980
217,34,11,29,43,85,0.506,21,27,0.778,2,0,240,5,21,107,14,20,0,1,0.0,34,Sixers,1,,2.0,1980
218,34,8,24,45,93,0.484,10,17,0.588,3,1,240,13,25,101,12,13,1,4,0.25,37,Sixers,0,,3.0,1980
219,31,10,29,41,79,0.519,23,26,0.885,4,1,240,5,20,105,5,14,0,0,,34,Sixers,1,,4.0,1980
220,32,7,29,42,94,0.447,19,24,0.792,5,0,240,13,25,103,9,12,0,3,0.0,42,Sixers,0,,5.0,1980
221,27,11,29,47,89,0.528,13,22,0.591,6,1,240,7,27,107,4,18,0,6,0.0,36,Sixers,0,,6.0,1980
222,23,3,23,42,99,0.424,11,14,0.7859999999999999,1,0,240,19,20,95,15,10,0,2,0.0,42,Rockets,0,,7.0,1981
223,16,8,22,34,85,0.4,22,32,0.688,2,0,240,13,17,92,6,9,2,2,1.0,35,Rockets,1,,8.0,1981
224,10,10,29,24,79,0.304,23,31,0.742,3,1,240,19,19,71,6,21,0,1,0.0,48,Rockets,0,,9.0,1981
225,22,2,21,37,103,0.359,16,22,0.727,4,1,240,28,20,91,8,10,1,3,0.33299999999999996,49,Rockets,1,,10.0,1981
226,15,9,26,30,84,0.35700000000000004,20,33,0.606,5,0,240,15,24,80,8,17,0,1,0.0,41,Rockets,0,,11.0,1981
227,22,2,23,36,86,0.419,19,23,0.826,6,1,240,18,21,91,4,12,0,2,0.0,41,Rockets,0,,12.0,1981
228,28,7,23,48,98,0.49,18,23,0.7829999999999999,1,1,240,18,26,117,11,18,3,6,0.5,41,Sixers,0,,13.0,1982
229,28,9,32,49,93,0.527,12,21,0.5710000000000001,2,0,240,20,30,110,4,21,0,2,0.0,52,Sixers,1,,14.0,1982
230,25,8,29,39,88,0.44299999999999995,29,40,0.725,3,0,240,14,36,108,10,19,1,1,1.0,43,Sixers,0,,15.0,1982
231,32,7,29,44,91,0.484,13,20,0.65,4,0,240,11,23,101,3,16,0,3,0.0,40,Sixers,0,,16.0,1982
232,37,13,26,56,94,0.596,23,34,0.6759999999999999,5,1,240,13,18,135,14,11,0,0,,39,Sixers,1,,17.0,1982
233,22,7,21,41,91,0.451,22,29,0.759,6,0,240,14,26,104,11,15,0,2,0.0,35,Sixers,0,,18.0,1982
234,20,8,31,44,96,0.45799999999999996,19,26,0.731,1,0,240,16,29,107,7,15,0,2,0.0,47,Lakers,0,,19.0,1983
235,26,10,26,44,91,0.484,3,5,0.6,2,0,240,14,29,93,10,20,2,7,0.28600000000000003,40,Lakers,0,,20.0,1983
236,26,8,26,34,82,0.415,26,31,0.8390000000000001,3,1,240,15,31,94,12,25,0,3,0.0,41,Lakers,0,,21.0,1983
237,26,3,27,41,92,0.446,25,31,0.8059999999999999,4,1,240,16,31,108,7,20,1,3,0.33299999999999996,43,Lakers,0,,22.0,1983
238,25,4,30,43,83,0.518,28,32,0.875,1,1,240,12,30,115,10,16,1,2,0.5,42,Lakers,0,,23.0,1984
239,27,7,32,48,84,0.5710000000000001,25,35,0.7140000000000001,2,0,265,9,33,121,8,25,0,2,0.0,41,Lakers,0,,24.0,1984
240,36,6,41,53,103,0.515,31,44,0.705,3,1,240,22,27,137,7,10,0,1,0.0,63,Lakers,1,,25.0,1984
241,31,5,34,50,85,0.588,25,39,0.6409999999999999,4,1,265,12,27,125,8,20,0,0,,46,Lakers,0,,26.0,1984
242,20,8,24,39,91,0.429,23,35,0.657,5,0,240,13,29,103,8,14,2,3,0.667,37,Lakers,0,,27.0,1984
243,31,3,25,53,105,0.505,12,17,0.706,6,1,240,19,28,119,9,14,1,2,0.5,44,Lakers,1,,28.0,1984
244,28,8,24,41,84,0.488,18,28,0.643,7,0,240,9,32,102,9,17,2,8,0.25,33,Lakers,0,,29.0,1984
245,43,3,35,62,102,0.608,17,25,0.68,1,1,240,13,17,148,10,13,7,9,0.778,48,Celtics,1,,30.0,1985
246,22,4,34,37,82,0.451,27,36,0.75,2,1,240,3,20,102,8,17,1,6,0.16699999999999998,37,Celtics,0,,31.0,1985
247,30,4,23,40,93,0.43,30,36,0.833,3,0,240,14,26,111,7,15,1,3,0.33299999999999996,37,Celtics,0,,32.0,1985
248,30,8,33,41,86,0.47700000000000004,25,32,0.7809999999999999,4,0,240,11,22,107,10,13,0,1,0.0,44,Celtics,1,,33.0,1985
249,36,7,27,46,93,0.495,16,21,0.762,5,0,240,12,21,111,6,13,3,8,0.375,39,Celtics,0,,34.0,1985
250,24,4,33,37,96,0.385,25,32,0.7809999999999999,6,1,240,21,27,100,11,13,1,7,0.14300000000000002,54,Celtics,0,,35.0,1985
251,27,7,26,45,95,0.474,9,16,0.563,1,0,240,14,19,100,11,16,1,2,0.5,40,Rockets,0,,36.0,1986
252,27,4,25,38,92,0.413,18,27,0.667,2,0,240,19,24,95,9,13,1,3,0.33299999999999996,44,Rockets,0,,37.0,1986
253,28,7,30,38,81,0.469,29,39,0.7440000000000001,3,1,240,13,23,106,9,17,1,2,0.5,43,Rockets,1,,38.0,1986
254,28,6,21,43,99,0.434,17,20,0.85,4,1,240,25,18,103,6,9,0,3,0.0,46,Rockets,0,,39.0,1986
255,34,13,33,49,101,0.485,12,18,0.667,5,1,240,23,23,111,9,14,1,2,0.5,56,Rockets,1,,40.0,1986
256,21,3,27,38,89,0.42700000000000005,20,28,0.7140000000000001,6,0,240,17,26,97,10,17,1,5,0.2,44,Rockets,0,,41.0,1986
257,28,5,27,45,82,0.5489999999999999,20,26,0.769,1,0,240,5,19,113,4,15,3,4,0.75,32,Celtics,0,,42.0,1987
258,35,6,28,51,93,0.5479999999999999,19,29,0.655,2,0,240,15,21,122,5,14,1,7,0.14300000000000002,43,Celtics,0,,43.0,1987
259,24,4,31,42,86,0.488,24,29,0.828,3,1,40,17,21,109,4,13,1,5,0.2,48,Celtics,1,,44.0,1987
260,26,8,28,45,86,0.523,13,16,0.813,4,1,240,9,21,106,5,12,3,11,0.273,37,Celtics,0,,45.0,1987
261,33,3,33,46,89,0.517,25,31,0.8059999999999999,5,1,240,13,21,123,6,10,6,10,0.6,46,Celtics,1,,46.0,1987
262,21,7,29,33,81,0.40700000000000003,27,31,0.871,6,0,240,13,25,93,6,18,0,5,0.0,42,Celtics,0,,47.0,1987
263,29,6,28,42,73,0.575,17,22,0.773,1,0,240,6,26,105,4,9,4,7,0.5710000000000001,34,Pistons,1,,48.0,1988
264,22,5,35,37,85,0.435,22,33,0.667,2,0,240,15,27,96,3,13,0,5,0.0,50,Pistons,0,,49.0,1988
265,18,6,32,38,91,0.418,10,12,0.833,3,1,240,16,23,86,6,11,0,3,0.0,48,Pistons,0,,50.0,1988
266,22,7,35,37,78,0.474,36,46,0.7829999999999999,4,1,240,13,30,111,6,12,1,3,0.33299999999999996,48,Pistons,1,,51.0,1988
267,20,5,33,38,76,0.5,28,33,0.848,5,1,240,20,29,104,5,14,0,1,0.0,53,Pistons,1,,52.0,1988
268,30,3,23,39,79,0.494,22,27,0.815,6,0,240,10,29,102,11,12,2,5,0.4,33,Pistons,0,,53.0,1988
269,22,2,24,39,85,0.45899999999999996,25,35,0.7140000000000001,7,0,240,15,23,105,13,11,2,7,0.28600000000000003,39,Pistons,0,,54.0,1988
270,21,2,24,35,75,0.467,26,38,0.684,1,0,240,8,28,97,9,12,1,6,0.16699999999999998,32,Lakers,0,,55.0,1989
271,21,3,21,35,77,0.455,29,34,0.853,2,0,240,15,22,105,3,14,6,15,0.4,36,Lakers,0,,56.0,1989
272,27,5,23,39,79,0.494,29,39,0.7440000000000001,3,1,240,14,24,110,7,14,3,11,0.273,37,Lakers,0,,57.0,1989
273,23,6,30,35,79,0.44299999999999995,24,33,0.727,4,1,240,10,30,97,3,7,3,11,0.273,40,Lakers,0,,58.0,1989
274,22,4,38,39,85,0.45899999999999996,18,28,0.643,1,0,240,8,35,99,7,16,3,11,0.273,46,Blazers,0,,59.0,1990
275,17,3,29,36,81,0.444,33,41,0.805,2,0,265,9,26,106,9,11,1,6,0.16699999999999998,38,Blazers,1,,60.0,1990
276,22,1,24,39,93,0.419,26,31,0.8390000000000001,3,1,240,18,38,106,7,20,2,13,0.154,42,Blazers,0,,61.0,1990
277,22,5,28,40,73,0.5479999999999999,29,39,0.7440000000000001,4,1,240,8,25,109,5,18,0,5,0.0,36,Blazers,0,,62.0,1990
278,20,4,26,33,78,0.423,19,30,0.633,5,1,240,14,25,90,8,17,5,12,0.41700000000000004,40,Blazers,0,,63.0,1990
279,15,3,31,30,66,0.455,28,34,0.8240000000000001,1,0,240,6,16,93,7,13,5,10,0.5,37,Lakers,1,,64.0,1991
280,19,2,20,30,73,0.41100000000000003,21,22,0.955,2,0,240,14,15,86,8,17,5,12,0.41700000000000004,34,Lakers,0,,65.0,1991
281,19,7,20,40,79,0.506,16,25,0.64,3,1,265,9,20,96,9,14,0,8,0.0,29,Lakers,0,,66.0,1991
282,14,3,24,30,82,0.366,22,26,0.846,4,1,240,18,23,82,4,9,0,5,0.0,42,Lakers,0,,67.0,1991
283,29,7,24,37,74,0.5,24,30,0.8,5,1,240,12,22,101,6,22,3,11,0.273,36,Lakers,0,,68.0,1991
284,16,4,27,35,78,0.449,18,23,0.7829999999999999,1,0,240,11,26,89,7,21,1,6,0.16699999999999998,38,Blazers,0,,69.0,1992
285,27,3,32,42,84,0.5,30,38,0.789,2,0,265,10,26,115,7,9,1,12,0.083,42,Blazers,1,,70.0,1992
286,12,2,30,28,78,0.359,25,32,0.7809999999999999,3,1,240,13,26,84,6,20,3,11,0.273,43,Blazers,0,,71.0,1992
287,28,6,30,37,81,0.457,17,27,0.63,4,1,240,15,19,93,11,13,2,9,0.222,45,Blazers,1,,72.0,1992
288,21,3,25,35,80,0.43799999999999994,35,44,0.795,5,1,240,20,34,106,5,18,1,7,0.14300000000000002,45,Blazers,0,,73.0,1992
289,21,5,25,35,78,0.449,21,21,1.0,6,0,240,13,24,93,11,21,2,7,0.28600000000000003,38,Blazers,0,,74.0,1992
290,18,10,25,40,90,0.444,10,15,0.667,1,1,240,17,19,92,6,13,2,7,0.28600000000000003,42,Suns,0,,75.0,1993
291,28,12,26,43,88,0.489,16,20,0.8,2,1,240,14,23,108,9,17,6,13,0.462,40,Suns,0,,76.0,1993
292,25,8,37,49,99,0.495,22,31,0.71,3,0,315,15,26,129,9,19,9,13,0.6920000000000001,52,Suns,1,,77.0,1993
293,20,3,26,38,79,0.48100000000000004,26,33,0.7879999999999999,4,0,240,8,28,105,6,10,3,8,0.375,34,Suns,0,,78.0,1993
294,24,4,31,42,83,0.506,21,26,0.8079999999999999,5,0,240,14,16,108,6,11,3,10,0.3,45,Suns,1,,79.0,1993
295,20,9,29,32,82,0.39,30,36,0.833,6,1,240,18,21,98,5,9,4,11,0.364,47,Suns,0,,80.0,1993
296,23,4,32,31,91,0.341,12,19,0.632,1,0,240,13,24,78,10,13,4,15,0.267,45,Knicks,0,,81.0,1994
297,28,10,30,36,69,0.522,12,15,0.8,2,0,240,9,22,91,10,19,7,11,0.636,39,Knicks,1,,82.0,1994
298,17,9,24,35,87,0.402,13,19,0.684,3,1,240,18,25,89,8,11,6,19,0.316,42,Knicks,0,,83.0,1994
299,21,3,29,35,86,0.40700000000000003,14,21,0.667,4,1,240,21,23,91,7,12,7,17,0.41200000000000003,50,Knicks,1,,84.0,1994
300,22,9,29,34,79,0.43,21,29,0.7240000000000001,5,1,240,16,19,91,10,14,2,9,0.222,45,Knicks,1,,85.0,1994
301,24,5,26,30,80,0.375,18,21,0.857,6,0,240,14,24,84,7,9,6,14,0.429,40,Knicks,0,,86.0,1994
302,17,3,26,31,78,0.397,18,24,0.75,7,0,240,14,23,84,5,11,4,20,0.2,40,Knicks,0,,87.0,1994
303,32,6,41,48,103,0.466,13,20,0.65,1,1,265,16,22,118,7,18,9,30,0.3,57,Magic,0,,88.0,1995
304,24,1,27,39,85,0.45899999999999996,18,26,0.6920000000000001,2,1,240,14,26,106,3,15,10,26,0.385,41,Magic,0,,89.0,1995
305,30,6,34,38,81,0.469,19,25,0.76,3,0,240,7,23,103,4,12,8,31,0.258,41,Magic,0,,90.0,1995
306,24,7,34,38,81,0.469,11,18,0.611,4,0,240,11,26,101,7,19,14,31,0.452,45,Magic,0,,91.0,1995
307,16,2,27,27,68,0.397,31,36,0.861,1,0,240,14,29,90,6,17,5,16,0.313,41,Sonics,0,,92.0,1996
308,10,4,23,31,75,0.413,23,29,0.7929999999999999,2,0,240,16,30,88,6,16,3,15,0.2,39,Sonics,0,,93.0,1996
309,14,4,25,27,60,0.45,28,31,0.903,3,1,240,7,29,86,3,20,4,16,0.25,32,Sonics,0,,94.0,1996
310,25,1,26,41,73,0.562,16,19,0.8420000000000001,4,1,240,9,24,107,7,13,9,17,0.529,35,Sonics,1,,95.0,1996
311,17,2,32,29,69,0.42,25,29,0.862,5,1,240,9,23,89,4,10,6,14,0.429,41,Sonics,1,,96.0,1996
312,19,3,23,31,73,0.425,8,10,0.8,6,0,240,12,20,75,10,20,5,24,0.20800000000000002,35,Sonics,0,,97.0,1996
313,20,0,31,35,76,0.461,7,11,0.636,1,0,240,12,22,82,8,18,5,11,0.455,43,Jazz,0,,98.0,1997
314,18,0,24,27,67,0.40299999999999997,25,35,0.7140000000000001,2,0,240,11,26,85,10,14,6,13,0.462,35,Jazz,0,,99.0,1997
315,25,6,33,37,83,0.446,26,30,0.867,3,1,240,14,20,104,9,10,4,14,0.28600000000000003,47,Jazz,1,,100.0,1997
316,23,4,34,29,64,0.45299999999999996,15,21,0.7140000000000001,4,1,240,5,19,78,5,13,5,13,0.385,39,Jazz,1,,101.0,1997
317,21,5,32,31,75,0.413,18,25,0.72,5,1,240,13,25,88,4,11,8,19,0.42100000000000004,45,Jazz,0,,102.0,1997
318,14,6,31,26,65,0.4,27,39,0.6920000000000001,6,0,240,5,25,86,8,11,7,15,0.467,36,Jazz,0,,103.0,1997
319,23,4,33,38,85,0.447,12,15,0.8,1,1,265,9,21,88,8,13,0,8,0.0,42,Jazz,1,,104.0,1998
320,22,5,29,33,67,0.493,15,19,0.789,2,1,240,9,28,88,3,19,7,13,0.5379999999999999,38,Jazz,0,,105.0,1998
321,16,3,29,21,70,0.3,11,14,0.7859999999999999,3,0,240,9,26,54,7,26,1,9,0.111,38,Jazz,0,,106.0,1998
322,24,1,27,33,78,0.423,14,21,0.667,4,0,240,13,32,82,6,10,2,15,0.133,40,Jazz,0,,107.0,1998
323,24,3,26,34,67,0.507,14,18,0.778,5,1,240,11,24,83,10,16,1,5,0.2,37,Jazz,1,,108.0,1998
324,19,0,23,32,64,0.5,20,25,0.8,6,1,240,10,19,86,4,14,2,10,0.2,33,Jazz,0,,109.0,1998
325,12,6,30,31,81,0.38299999999999995,13,19,0.684,1,0,240,13,27,77,7,15,2,8,0.25,43,Knicks,0,,110.0,1999
326,8,4,33,27,82,0.32899999999999996,11,12,0.917,2,0,240,10,25,67,11,10,2,14,0.14300000000000002,43,Knicks,0,,111.0,1999
327,17,4,24,31,78,0.397,23,30,0.767,3,1,240,12,23,89,8,10,4,13,0.308,36,Knicks,1,,112.0,1999
328,15,2,24,33,80,0.413,21,28,0.75,4,1,240,10,25,89,6,11,2,10,0.2,34,Knicks,0,,113.0,1999
329,18,1,31,32,72,0.444,12,16,0.75,5,1,240,4,23,77,8,12,1,9,0.111,35,Knicks,0,,114.0,1999
330,16,5,30,32,76,0.42100000000000004,18,23,0.7829999999999999,1,0,240,6,23,87,6,14,5,14,0.35700000000000004,36,Pacers,0,,115.0,2000
331,19,5,33,33,88,0.375,33,39,0.846,2,0,240,13,38,104,5,4,5,20,0.25,46,Pacers,0,,116.0,2000
332,14,3,30,36,78,0.462,21,24,0.875,3,1,240,9,19,100,8,12,7,18,0.389,39,Pacers,1,,117.0,2000
333,22,3,30,42,84,0.5,24,28,0.857,4,1,265,9,28,118,5,12,10,19,0.526,39,Pacers,0,,118.0,2000
334,26,4,40,39,68,0.574,32,36,0.889,5,1,240,6,24,120,7,14,10,20,0.5,46,Pacers,1,,119.0,2000
335,24,6,32,36,77,0.46799999999999997,27,32,0.8440000000000001,6,0,240,9,27,111,2,9,12,25,0.48,41,Pacers,0,,120.0,2000
336,21,8,31,40,83,0.48200000000000004,23,25,0.92,1,0,265,11,21,107,10,18,4,11,0.364,42,Sixers,1,,121.0,2001
337,16,5,28,34,87,0.391,15,26,0.5770000000000001,2,0,240,14,23,89,9,11,6,15,0.4,42,Sixers,0,,122.0,2001
338,17,6,29,33,80,0.413,23,30,0.767,3,1,240,13,22,91,5,14,2,12,0.16699999999999998,42,Sixers,0,,123.0,2001
339,15,1,29,33,77,0.429,19,30,0.633,4,1,240,8,27,86,9,9,1,6,0.16699999999999998,37,Sixers,0,,124.0,2001
340,23,4,31,37,90,0.41100000000000003,18,26,0.6920000000000001,5,1,240,20,32,96,6,10,4,15,0.267,51,Sixers,0,,125.0,2001
341,19,4,24,37,94,0.39399999999999996,15,26,0.5770000000000001,1,0,240,21,29,94,9,11,5,16,0.313,45,Nets,0,,126.0,2002
342,18,5,23,30,86,0.349,17,27,0.63,2,0,240,20,27,83,11,13,6,22,0.273,43,Nets,0,,127.0,2002
343,22,5,22,43,83,0.518,14,19,0.737,3,1,240,5,27,103,13,13,3,12,0.25,27,Nets,0,,128.0,2002
344,27,4,27,45,92,0.489,13,16,0.813,4,1,240,14,22,107,5,8,4,9,0.444,41,Nets,0,,129.0,2002
345,19,5,32,33,89,0.371,19,25,0.76,1,0,240,13,26,89,5,8,4,13,0.308,45,Nets,0,,130.0,2003
346,16,5,24,35,83,0.42200000000000004,13,16,0.813,2,0,240,15,21,87,9,13,4,11,0.364,39,Nets,1,,131.0,2003
347,17,5,27,30,81,0.37,15,17,0.882,3,1,240,14,26,79,13,18,4,13,0.308,41,Nets,0,,132.0,2003
348,19,13,34,28,78,0.359,20,29,0.69,4,1,240,19,22,77,5,16,1,9,0.111,53,Nets,1,,133.0,2003
349,15,5,25,26,74,0.35100000000000003,27,34,0.794,5,1,240,17,25,83,7,16,4,16,0.25,42,Nets,0,,134.0,2003
350,14,5,27,30,87,0.345,11,13,0.846,6,0,240,8,25,77,8,11,6,21,0.28600000000000003,35,Nets,0,,135.0,2003
351,15,4,24,29,73,0.397,14,18,0.778,1,1,240,13,25,75,8,15,3,13,0.231,37,Lakers,0,,136.0,2004
352,28,3,29,38,80,0.475,17,25,0.68,2,1,265,9,27,99,7,14,6,17,0.353,38,Lakers,1,,137.0,2004
353,19,4,32,27,74,0.365,8,13,0.615,3,0,240,7,28,68,7,16,6,27,0.222,39,Lakers,0,,138.0,2004
354,23,1,29,33,78,0.423,11,22,0.5,4,0,240,9,35,80,4,10,3,16,0.188,38,Lakers,0,,139.0,2004
355,18,2,22,31,75,0.413,21,33,0.636,5,0,240,14,27,87,10,11,4,16,0.25,36,Lakers,0,,140.0,2004
356,15,10,24,29,77,0.377,10,14,0.7140000000000001,1,0,240,11,19,69,12,12,1,6,0.16699999999999998,35,Pistons,0,,141.0,2005
357,17,2,27,33,82,0.402,10,16,0.625,2,0,240,18,25,76,5,13,0,6,0.0,45,Pistons,0,,142.0,2005
358,22,10,27,40,85,0.47100000000000003,13,17,0.765,3,1,240,17,18,96,12,11,3,14,0.214,44,Pistons,1,,143.0,2005
359,23,6,34,41,90,0.456,18,23,0.7829999999999999,4,1,240,13,22,102,13,3,2,9,0.222,47,Pistons,1,,144.0,2005
360,17,11,26,37,84,0.44,19,23,0.826,5,1,265,16,20,95,7,11,2,9,0.222,42,Pistons,0,,145.0,2005
361,19,8,27,37,79,0.46799999999999997,13,19,0.684,6,0,240,13,21,95,6,5,8,17,0.47100000000000003,40,Pistons,1,,146.0,2005
362,17,6,26,31,74,0.419,10,14,0.7140000000000001,7,0,240,8,24,74,8,6,2,14,0.14300000000000002,34,Pistons,0,,147.0,2005
363,18,3,36,32,72,0.444,20,26,0.769,1,1,240,7,18,90,9,14,6,18,0.33299999999999996,43,Mavericks,1,,148.0,2006
364,23,5,37,34,70,0.486,23,28,0.821,2,1,240,9,27,99,5,18,8,19,0.42100000000000004,46,Mavericks,1,,149.0,2006
365,15,2,27,36,75,0.48,18,26,0.6920000000000001,3,0,240,7,29,96,9,15,6,16,0.375,34,Mavericks,0,,150.0,2006
366,10,3,25,25,79,0.316,21,27,0.778,4,0,240,11,24,74,6,13,3,22,0.136,36,Mavericks,0,,151.0,2006
367,13,0,31,37,81,0.457,21,25,0.84,5,0,265,11,38,100,3,14,5,19,0.263,42,Mavericks,0,,152.0,2006
368,16,7,34,34,92,0.37,19,23,0.826,6,1,240,16,28,92,12,13,5,22,0.22699999999999998,50,Mavericks,0,,153.0,2006
369,9,2,23,30,70,0.429,11,15,0.733,1,0,240,9,16,76,8,11,5,15,0.33299999999999996,32,Cavaliers,0,,154.0,2007
370,15,2,29,33,81,0.40700000000000003,19,29,0.655,2,0,240,13,19,92,5,11,7,19,0.368,42,Cavaliers,0,,155.0,2007
371,19,5,33,29,79,0.36700000000000005,11,15,0.733,3,1,240,15,17,72,7,12,3,19,0.158,48,Cavaliers,0,,156.0,2007
372,23,2,30,32,84,0.381,11,16,0.688,4,1,240,12,24,82,5,10,7,22,0.318,42,Cavaliers,0,,157.0,2007
373,21,2,26,32,77,0.41600000000000004,21,28,0.75,1,0,240,7,29,88,8,8,3,14,0.214,33,Lakers,0,,158.0,2008
374,20,1,25,41,83,0.494,10,10,1.0,2,0,240,11,28,102,8,13,10,21,0.47600000000000003,36,Lakers,0,,159.0,2008
375,17,6,35,30,69,0.435,21,34,0.618,3,1,240,9,23,87,4,12,6,14,0.429,44,Lakers,1,,160.0,2008
376,23,3,31,32,77,0.41600000000000004,21,29,0.7240000000000001,4,1,240,10,23,91,6,12,6,21,0.28600000000000003,41,Lakers,0,,161.0,2008
377,19,7,30,36,79,0.456,23,31,0.742,5,1,240,10,28,103,11,17,8,27,0.29600000000000004,40,Lakers,1,,162.0,2008
378,16,0,27,27,64,0.42200000000000004,28,38,0.737,6,0,240,2,25,92,4,19,10,27,0.37,29,Lakers,0,,163.0,2008
379,10,8,31,23,77,0.299,21,29,0.7240000000000001,1,0,240,10,21,75,8,8,8,23,0.348,41,Magic,0,,164.0,2009
380,22,6,34,33,79,0.418,20,27,0.741,2,0,265,10,24,96,5,20,10,30,0.33299999999999996,44,Magic,0,,165.0,2009
381,23,3,24,40,64,0.625,23,30,0.767,3,1,240,5,21,108,7,13,5,14,0.35700000000000004,29,Magic,1,,166.0,2009
382,17,10,34,31,74,0.419,22,37,0.595,4,1,265,7,21,91,4,17,7,21,0.33299999999999996,41,Magic,0,,167.0,2009
383,20,3,30,34,82,0.415,10,16,0.625,5,1,240,6,23,86,6,12,8,27,0.29600000000000004,36,Magic,0,,168.0,2009
384,19,5,23,29,67,0.433,30,36,0.833,1,0,240,8,28,89,5,13,1,10,0.1,31,Celtics,0,,169.0,2010
385,28,3,31,36,84,0.429,20,26,0.769,2,0,240,13,29,103,6,13,11,16,0.688,44,Celtics,1,,170.0,2010
386,20,2,27,32,73,0.43799999999999994,16,24,0.667,3,1,240,8,27,84,4,10,4,18,0.222,35,Celtics,0,,171.0,2010
387,15,2,25,37,83,0.446,19,23,0.826,4,1,240,16,21,96,12,12,3,12,0.25,41,Celtics,1,,172.0,2010
388,21,7,28,40,71,0.563,9,13,0.6920000000000001,5,1,240,7,23,92,8,16,3,12,0.25,35,Celtics,1,,173.0,2010
389,17,4,28,28,84,0.33299999999999996,6,10,0.6,6,0,240,11,21,67,8,14,5,23,0.217,39,Celtics,0,,174.0,2010
390,18,7,32,29,71,0.408,15,17,0.882,7,0,240,8,25,79,6,14,6,16,0.375,40,Celtics,0,,175.0,2010
391,20,4,30,31,80,0.38799999999999996,19,26,0.731,1,1,240,16,21,92,5,10,11,24,0.45799999999999996,46,Heat,1,,176.0,2011
392,13,6,24,34,73,0.466,16,24,0.667,2,1,240,6,17,93,15,12,9,30,0.3,30,Heat,0,,177.0,2011
393,20,5,27,34,78,0.436,12,15,0.8,3,0,240,9,27,88,8,10,8,19,0.42100000000000004,36,Heat,1,,178.0,2011
394,19,5,29,32,75,0.42700000000000005,17,24,0.708,4,0,240,15,23,83,8,13,2,14,0.14300000000000002,44,Heat,0,,179.0,2011
395,25,4,27,37,70,0.529,21,26,0.8079999999999999,5,0,240,9,26,103,5,16,8,20,0.4,36,Heat,0,,180.0,2011
396,20,3,30,34,72,0.47200000000000003,20,33,0.606,6,1,240,9,14,95,7,16,7,23,0.304,39,Heat,0,,181.0,2011
397,22,3,33,40,77,0.519,20,27,0.741,1,1,240,10,16,105,5,10,5,17,0.294,43,Thunder,1,,182.0,2012
398,14,9,26,34,79,0.43,19,26,0.731,2,1,240,10,22,96,9,10,9,26,0.34600000000000003,36,Thunder,0,,183.0,2012
399,11,8,27,33,77,0.429,15,24,0.625,3,0,240,11,25,85,9,11,4,18,0.222,38,Thunder,0,,184.0,2012
400,13,2,27,40,82,0.488,15,16,0.938,4,0,240,8,20,98,6,11,3,16,0.188,35,Thunder,0,,185.0,2012
401,19,3,28,36,87,0.414,23,26,0.885,5,0,240,10,29,106,7,13,11,28,0.39299999999999996,38,Thunder,0,,186.0,2012
402,16,5,31,35,84,0.41700000000000004,15,18,0.833,1,0,240,6,12,92,6,4,7,23,0.304,37,Spurs,1,,187.0,2013
403,16,4,29,32,78,0.41,10,14,0.7140000000000001,2,0,240,15,14,84,3,16,10,20,0.5,44,Spurs,0,,188.0,2013
404,29,4,33,43,88,0.489,11,19,0.579,3,1,240,19,13,113,10,12,16,32,0.5,52,Spurs,1,,189.0,2013
405,21,4,31,31,70,0.44299999999999995,23,31,0.742,4,1,240,5,18,93,5,18,8,16,0.5,36,Spurs,0,,190.0,2013
406,21,8,31,42,70,0.6,21,26,0.8079999999999999,5,1,240,5,21,114,5,18,9,22,0.409,36,Spurs,1,,191.0,2013
